All timings are in seconds.

nClauses      -> number of clauses in input cnf
nVars         -> number of variables in input cnf
parseTim      -> time taken to parse cnf
bddCreat      -> time taken to create bdds of clauses
mergeTim      -> time taken to merge factor and variable BDDs based on Largest Support Set input parameter
mergedFn      -> number of factors after merging
mergedVr      -> number of variables after merging
FG Creat      -> time taken to create Factor Graph from merged factors and variables
FG Iters      -> number of iterations to reach factor graph convergence
FG Conv       -> time taken to converge Factor Graph
CNF Creat     -> time taken to convert Factor Graph solution to CNF
nSoln         -> number of MUSes found by MUST that added a clause to final solution
nDisabledSets -> number of disabled sets in MUST problem space due to MUSes that satisfied Factor Graph
numMus        -> total number of MUSes found
exploreTime   -> time spent by mustool finding MUSes
mucProcTime   -> time spent processing MUSes
done          -> whether processing finished (Y) or timed out (<blank>)
case name     -> test case name


nClauses | nVars    | parseTim | bddCreat | mergeTim | mergedFn | mergedVr | FG Creat | FG Iters | FG Conv  | CNF Creat| nSoln    | nDisabledSets    | numMus   | exploreTime | mucProcTime | done | case name
    9655 |     3532 |     0.01 |     1.40 |    50.52 |      370 |      110 |     0.13 |        4 |     0.07 |     2.33 |          |                  |          |       0.000 |       0.000 |      | rankfunc57_unsigned_64.qdimacs
    6207 |     2315 |     0.01 |     0.60 |    19.85 |      267 |       75 |     0.06 |        4 |     0.04 |     0.90 |          |                  |          |       0.000 |       0.000 |      | rankfunc55_unsigned_64.qdimacs
    8460 |     3156 |     0.01 |     1.19 |    38.95 |      361 |       99 |     0.10 |        4 |     0.06 |     1.64 |          |                  |          |       0.000 |       0.000 |      | rankfunc49_signed_64.qdimacs
   39770 |     4725 |     0.04 |     3.30 |   287.62 |     1896 |      154 |     0.55 |        4 |     0.92 |     4.21 |          |                  |          |       0.000 |       0.000 |      | nreachq_query11_1344n.qdimacs
    2427 |     1026 |     0.00 |     0.09 |     4.63 |      140 |       33 |     0.02 |        6 |     0.04 |     0.22 |          |                  |          |       0.000 |       0.000 |      | query45_query42_1344n.qdimacs
    2439 |     1038 |     0.00 |     0.10 |     4.73 |      145 |       33 |     0.02 |        6 |     0.04 |     0.20 |          |                  |          |       0.000 |       0.000 |      | query52_query42_1344n.qdimacs
    1605 |      647 |     0.00 |     0.03 |     1.18 |       86 |       21 |     0.01 |        4 |     0.01 |     0.06 |          |                  |          |       0.000 |       0.000 |      | rankfunc38_unsigned_64.qdimacs
   11818 |     3967 |     0.02 |     2.53 |   100.17 |      331 |      128 |     0.18 |        8 |     0.30 |     2.84 |          |                  |          |       0.000 |       0.000 |      | mult_bool_matrix_dyn_9_5.sat.qdimacs
   12636 |     3559 |     0.02 |     1.81 |    76.95 |      695 |      111 |     0.21 |        4 |     0.21 |     2.59 |          |                  |          |       0.000 |       0.000 |      | query58_query42_1344n.qdimacs
   11962 |     7161 |     0.02 |     7.00 |   200.00 |     1048 |      227 |     0.66 |        4 |     0.72 |     9.30 |          |                  |          |       0.000 |       0.000 |      | sortnetsort10.AE.stepl.007.qdimacs
   10629 |     3921 |     0.02 |     1.77 |    62.63 |      403 |      121 |     0.15 |        4 |     0.07 |     2.63 |          |                  |          |       0.000 |       0.000 |      | rankfunc52_signed_64.qdimacs
    6308 |     2283 |     0.01 |     0.33 |    18.00 |      208 |       76 |     0.05 |      147 |     0.10 |     1.25 |          |                  |          |       0.000 |       0.000 |      | decomposition256.qdimacs
    3154 |     1146 |     0.00 |     0.06 |     4.23 |       99 |       36 |     0.01 |       59 |     0.05 |     0.31 |          |                  |          |       0.000 |       0.000 |      | decomposition128.qdimacs
   18876 |     5554 |     0.02 |     4.28 |   170.35 |      433 |      181 |     0.42 |        4 |     0.15 |     5.73 |          |                  |          |       0.000 |       0.000 |      | stmt21_319_418.qdimacs
   10014 |     3510 |     0.01 |     1.58 |    60.44 |      304 |      110 |     0.13 |        8 |     0.07 |     2.16 |          |                  |          |       0.000 |       0.000 |      | itc-b13-fixpoint-3.qdimacs
    1995 |      738 |     0.00 |     0.04 |     2.25 |      116 |       25 |     0.02 |        6 |     0.03 |     0.14 |          |                  |          |       0.000 |       0.000 |      | query01_query42_1344n.qdimacs
   27677 |     7219 |     0.03 |     6.99 |   294.69 |      539 |      229 |     0.70 |        4 |     0.19 |     9.09 |          |                  |          |       0.000 |       0.000 |      | stmt23_66_76.qdimacs
   14813 |     8852 |     0.02 |    10.86 |   303.91 |      883 |      286 |     1.02 |        4 |     1.48 |    13.52 |          |                  |          |       0.000 |       0.000 |      | sortnetsort9.AE.stepl.011.qdimacs
   20653 |     2958 |     0.02 |     1.15 |   211.30 |      440 |       99 |     0.11 |        4 |     0.19 |     1.54 |          |                  |          |       0.000 |       0.000 |      | genbuf9b4n.sat.qdimacs
    2391 |     1001 |     0.00 |     0.07 |     4.08 |      142 |       31 |     0.02 |        4 |     0.03 |     0.18 |          |                  |          |       0.000 |       0.000 |      | query51_query57_1344n.qdimacs
   20492 |    12261 |     0.02 |    20.55 |   605.94 |     1821 |      396 |     2.62 |        4 |     2.55 |    29.71 |          |                  |          |       0.000 |       0.000 |      | sortnetsort10.AE.stepl.012.qdimacs
    7183 |     2503 |     0.01 |     0.55 |    20.75 |      332 |       78 |     0.06 |        3 |     0.05 |     1.12 |          |                  |          |       0.000 |       0.000 |      | small-swap1-fixpoint-8.qdimacs
    2703 |     1182 |     0.00 |     0.15 |     6.38 |      148 |       37 |     0.03 |        5 |     0.04 |     0.26 |          |                  |          |       0.000 |       0.000 |      | query31_query42_1344n.qdimacs
   41813 |    10699 |     0.05 |    19.21 |   749.73 |      834 |      337 |     2.47 |        6 |     0.29 |    23.88 |          |                  |          |       0.000 |       0.000 |      | stmt17_70_98.qdimacs
   38279 |     9829 |     0.05 |    14.71 |   633.04 |      736 |      313 |     1.83 |        5 |     0.26 |    20.31 |          |                  |          |       0.000 |       0.000 |      | stmt19_64_99.qdimacs
   16417 |     4937 |     0.02 |     3.20 |   128.72 |      362 |      158 |     0.36 |        5 |     0.15 |     4.38 |          |                  |          |       0.000 |       0.000 |      | stmt39_285_335.qdimacs
   29444 |     7654 |     0.03 |     8.07 |   355.84 |      575 |      245 |     1.06 |        4 |     0.20 |    11.99 |          |                  |          |       0.000 |       0.000 |      | stmt17_63_78.qdimacs
   22589 |     7766 |     0.02 |     7.41 |   323.36 |      843 |      244 |     0.93 |        5 |     0.16 |    11.20 |          |                  |          |       0.000 |       0.000 |      | usb-phy-fixpoint-4.qdimacs
   36512 |     9394 |     0.04 |    12.70 |   550.88 |      752 |      300 |     1.25 |        5 |     0.24 |    17.10 |          |                  |          |       0.000 |       0.000 |      | stmt19_75_83.qdimacs
    5278 |     3144 |     0.01 |     1.28 |    32.11 |      330 |      101 |     0.12 |        4 |     0.14 |     1.74 |        1 |                  |        2 |    3282.519 |       0.460 |      | sortnetsort7.AE.stepl.007.qdimacs
   25910 |     6784 |     0.03 |     6.31 |   261.60 |      512 |      214 |     0.66 |        6 |     0.17 |     8.32 |          |                  |          |       0.000 |       0.000 |      | stmt17_63_70.qdimacs
   16158 |     9655 |     0.02 |    12.59 |   374.19 |      969 |      309 |     1.30 |        4 |     1.53 |    16.11 |          |                  |          |       0.000 |       0.000 |      | sortnetsort9.AE.stepl.012.qdimacs
    6178 |     3689 |     0.01 |     2.21 |    48.40 |      409 |      118 |     0.15 |        4 |     0.20 |     2.35 |          |                  |          |       0.000 |       0.000 |      | sortnetsort8.AE.stepl.006.qdimacs
    7753 |     2639 |     0.01 |     0.55 |    23.29 |      265 |       84 |     0.07 |        3 |     0.04 |     1.69 |          |                  |          |       0.000 |       0.000 |      | ceiling256.qdimacs
   47114 |    12004 |     0.06 |    23.27 |   932.92 |      965 |      379 |     3.44 |        6 |     0.92 |    31.68 |          |                  |          |       0.000 |       0.000 |      | stmt19_87_95.qdimacs
    1978 |      658 |     0.00 |     0.03 |     1.53 |       49 |       22 |     0.01 |        7 |     0.01 |     0.06 |          |                  |          |       0.000 |       0.000 |      | stmt9_445_446.qdimacs
    8712 |     2698 |     0.01 |     0.88 |    33.79 |      179 |       89 |     0.09 |        5 |     0.07 |     1.29 |          |                  |          |       0.000 |       0.000 |      | stmt21_181_218.qdimacs
    2673 |     1157 |     0.00 |     0.13 |     5.94 |      143 |       36 |     0.03 |        4 |     0.04 |     0.29 |          |                  |          |       0.000 |       0.000 |      | query33_query57_1344n.qdimacs
   41813 |    10699 |     0.05 |    18.18 |   807.79 |      833 |      342 |     2.45 |        6 |     0.30 |    25.85 |          |                  |          |       0.000 |       0.000 |      | stmt17_78_90.qdimacs
    2897 |     1262 |     0.00 |     0.18 |     6.82 |      167 |       41 |     0.02 |        6 |     0.04 |     0.36 |          |                  |          |       0.000 |       0.000 |      | query54_query42_1344n.qdimacs
    6920 |     2021 |     0.01 |     0.62 |    23.96 |      395 |       66 |     0.07 |        4 |     0.08 |     0.83 |        3 |                  |        4 |       6.578 |       0.328 |      | trivial_query42_1344n.qdimacs
    7412 |     2559 |     0.01 |     0.45 |    19.79 |      287 |       82 |     0.07 |        4 |     0.04 |     1.48 |          |                  |          |       0.000 |       0.000 |      | intermediate256.qdimacs
   10224 |     2869 |     0.01 |     1.01 |    47.97 |      551 |       93 |     0.13 |        4 |     0.16 |     1.63 |          |                  |          |       0.000 |       0.000 |      | query71_query36_1344n.qdimacs
   18454 |     5475 |     0.02 |     4.08 |   163.49 |      444 |      176 |     0.40 |        4 |     0.17 |     5.75 |          |                  |          |       0.000 |       0.000 |      | stmt32_329_378.qdimacs
   20267 |     6938 |     0.02 |     6.83 |   320.84 |      634 |      224 |     0.52 |        4 |     0.14 |     8.39 |          |                  |          |       0.000 |       0.000 |      | bs128n.sat.qdimacs
   43450 |    10433 |     0.06 |    17.15 |   871.23 |     2550 |      334 |     2.95 |        4 |     1.40 |    22.73 |          |                  |          |       0.000 |       0.000 |      | reachqu_query64_1344n.qdimacs
    9420 |     2900 |     0.01 |     1.00 |    40.48 |      203 |       97 |     0.09 |        4 |     0.12 |     1.34 |          |                  |          |       0.000 |       0.000 |      | stmt53_208_245.qdimacs
   17706 |     5263 |     0.02 |     3.60 |   150.70 |      395 |      169 |     0.43 |        4 |     0.16 |     5.34 |          |                  |          |       0.000 |       0.000 |      | stmt22_311_370.qdimacs
    1995 |      738 |     0.00 |     0.04 |     2.33 |      121 |       24 |     0.02 |        6 |     0.03 |     0.16 |        1 |                  |        2 |       8.502 |       0.040 |      | query26_query42_1344n.qdimacs
    2310 |      703 |     0.00 |     0.04 |     1.83 |       49 |       24 |     0.01 |        7 |     0.02 |     0.08 |          |                  |          |       0.000 |       0.000 |      | stmt124_966_965.qdimacs
     825 |      295 |     0.00 |     0.01 |     0.35 |       56 |       11 |     0.01 |        4 |     0.01 |     0.02 |          |                  |          |       0.000 |       0.000 |    Y | nxquery_query50_1344n.qdimacs
    2427 |     1026 |     0.00 |     0.10 |     5.43 |      146 |       33 |     0.02 |        6 |     0.04 |     0.15 |          |                  |          |       0.000 |       0.000 |      | query50_query42_1344n.qdimacs
   32978 |     8524 |     0.04 |    11.23 |   459.92 |      647 |      274 |     1.61 |        6 |     0.23 |    14.49 |          |                  |          |       0.000 |       0.000 |      | stmt17_70_78.qdimacs
   10968 |     3225 |     0.01 |     1.52 |    66.09 |      631 |      104 |     0.16 |        4 |     0.19 |     2.00 |          |                  |          |       0.000 |       0.000 |      | query03_query42_1344n.qdimacs
   10224 |     2869 |     0.01 |     1.12 |    49.80 |      542 |       94 |     0.12 |        4 |     0.16 |     1.52 |          |                  |          |       0.000 |       0.000 |      | query71_query31_1344n.qdimacs
    2463 |     1123 |     0.00 |     0.10 |     4.48 |      153 |       35 |     0.08 |        4 |     0.03 |     0.16 |          |                  |          |       0.000 |       0.000 |      | query54_query58_1344n.qdimacs
   43580 |    11134 |     0.05 |    17.65 |   758.95 |      967 |      354 |     2.20 |        6 |     0.30 |    23.27 |          |                  |          |       0.000 |       0.000 |      | stmt17_78_94.qdimacs
   52415 |    13309 |     0.06 |    26.39 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | stmt17_94_98.qdimacs
   13647 |     4044 |     0.02 |     2.10 |    83.16 |      308 |      132 |     0.18 |        4 |     0.12 |     2.98 |          |                  |          |       0.000 |       0.000 |      | stmt19_137_408.qdimacs
   40046 |    10264 |     0.05 |    16.48 |   656.25 |      797 |      326 |     2.40 |        5 |     0.27 |    21.90 |          |                  |          |       0.000 |       0.000 |      | stmt17_74_90.qdimacs
    6030 |     3591 |     0.01 |     1.84 |    41.83 |      382 |      114 |     0.13 |        4 |     0.16 |     2.09 |        1 |                  |        2 |    1953.115 |       1.118 |      | sortnetsort7.AE.stepl.008.qdimacs
    1987 |      730 |     0.00 |     0.03 |     2.10 |      113 |       24 |     0.02 |        6 |     0.03 |     0.12 |        1 |                  |        2 |     262.769 |       0.020 |      | query02_query44_1344n.qdimacs
    6452 |     2050 |     0.01 |     0.26 |    11.35 |      243 |       58 |     0.14 |        3 |     0.02 |     0.63 |          |                  |          |       0.000 |       0.000 |      | eijkbs4863.qdimacs
   16711 |     5011 |     0.02 |     3.27 |   117.21 |      363 |      160 |     0.26 |        4 |     0.29 |     3.90 |          |                  |          |       0.000 |       0.000 |      | stmt47_290_340.qdimacs
    1647 |      618 |     0.00 |     0.03 |     1.67 |      101 |       20 |     0.02 |        6 |     0.03 |     0.14 |        1 |                  |        2 |       5.595 |       0.008 |      | nxquery_query42_1344n.qdimacs
    1346 |      426 |     0.00 |     0.01 |     0.61 |       53 |       14 |     0.04 |        4 |     0.01 |     0.02 |          |                  |          |       0.000 |       0.000 |      | kenflashp12.qdimacs
    5714 |     1778 |     0.01 |     0.35 |    12.80 |      118 |       57 |     0.04 |        4 |     0.05 |     0.84 |          |                  |          |       0.000 |       0.000 |      | stmt27_16_224.qdimacs
    4395 |     1631 |     0.00 |     0.19 |     7.90 |      206 |       53 |     0.03 |        4 |     0.03 |     0.54 |          |                  |          |       0.000 |       0.000 |      | usb-phy-fixpoint-1.qdimacs
    9433 |     5640 |     0.01 |     4.29 |   117.96 |      559 |      183 |     0.45 |        4 |     0.86 |     6.06 |          |                  |          |       0.000 |       0.000 |      | sortnetsort9.AE.stepl.007.qdimacs
   16527 |     5024 |     0.02 |     3.43 |   132.03 |      435 |      161 |     0.27 |        4 |     0.11 |     4.49 |          |                  |          |       0.000 |       0.000 |      | small-equiv-fixpoint-2.qdimacs
   43580 |    11134 |     0.05 |    18.37 |   736.88 |      911 |      359 |     2.25 |        6 |     0.28 |    24.04 |          |                  |          |       0.000 |       0.000 |      | stmt19_83_91.qdimacs
    9342 |     2271 |     0.01 |     0.59 |    32.05 |      553 |       73 |     0.09 |        4 |     0.15 |     0.90 |          |                  |          |       0.000 |       0.000 |      | query60_query45_1344n.qdimacs
   43580 |    11134 |     0.05 |    17.53 |   737.83 |      934 |      357 |     2.43 |        4 |     0.29 |    22.81 |          |                  |          |       0.000 |       0.000 |      | stmt28_73_97.qdimacs
   28658 |     9812 |     0.04 |    11.95 |   481.85 |     1082 |      310 |     1.41 |        4 |     0.18 |    16.86 |          |                  |          |       0.000 |       0.000 |      | usb-phy-fixpoint-5.qdimacs
   52774 |     9829 |     0.06 |    14.20 |   888.72 |     2745 |      315 |     2.22 |        4 |     1.01 |    18.87 |          |                  |          |       0.000 |       0.000 |      | query09_query42_1344n.qdimacs
   75246 |    25497 |     0.09 |   115.75 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | mult_bool_matrix_12_13_11.sat.qdimacs
   10871 |     3911 |     0.01 |     2.02 |    75.57 |      301 |      128 |     0.15 |        5 |     0.12 |     2.59 |          |                  |          |       0.000 |       0.000 |      | cycle_sched_12_2_1.sat.qdimacs
    9881 |     3007 |     0.01 |     1.15 |    42.03 |      254 |       99 |     0.10 |        4 |     0.07 |     1.59 |          |                  |          |       0.000 |       0.000 |      | small-equiv-fixpoint-1.qdimacs
   48881 |    12439 |     0.06 |    23.51 |  1003.68 |     1000 |      400 |     3.25 |        8 |     0.33 |    32.17 |          |                  |          |       0.000 |       0.000 |      | stmt23_92_96.qdimacs
   10569 |     3281 |     0.01 |     1.47 |    50.59 |      237 |      106 |     0.21 |        4 |     0.08 |     1.77 |          |                  |          |       0.000 |       0.000 |      | stmt21_178_258.qdimacs
    3423 |     1426 |     0.00 |     0.21 |     8.17 |      203 |       46 |     0.04 |        6 |     0.06 |     0.59 |          |                  |          |       0.000 |       0.000 |      | query64_query42_1344n.qdimacs
   47114 |    12004 |     0.06 |    24.44 |   963.65 |      959 |      384 |     3.39 |        5 |     0.33 |    33.63 |          |                  |          |       0.000 |       0.000 |      | stmt17_82_98.qdimacs
   14579 |     4042 |     0.02 |     2.40 |    92.23 |      499 |      134 |     0.20 |        4 |     0.11 |     3.14 |        1 |                  |        2 |    2721.921 |       0.180 |      | UserServiceImpl.qdimacs
